,Unnamed: 0,num_page,text,width,height,area,chars,char_size,pos_x,pos_y,aspect,layout,x0,x1,y0,y1,assureur
204,204,10,62 ,0.01008404,0.00356296,3.59290311584001e-05,3,1.19763437194667e-05,0.37983194,0.46140142,2.8302422704717443,h,0.37478992,0.38487396,0.45961994,0.45961994,allianz-1-to-94
205,205,10,2 ,0.00672269,0.00475058,3.1936676660200176e-05,2,1.5968338330100088e-05,0.381512615,0.4940617499999999,1.4151303630293617,h,0.37815127,0.38487396,0.49168646,0.49168646,allianz-1-to-94
206,206,10,25 ,0.01176471,0.0047506,5.588943132600063e-05,3,1.862981044200021e-05,0.378991605,0.5273159000000001,2.4764682355912706,h,0.37310925,0.38487396,0.5249406,0.5249406,allianz-1-to-94
226,226,10,62 ,0.0100839999999999,0.00356296,3.5928888639999977e-05,3,1.1976296213333323e-05,0.6806723,0.46140142,2.8302310438511715,h,0.6756303,0.6857143,0.45961994,0.45961994,allianz-1-to-94
227,227,10,2 ,0.0067226999999999,0.00475058,3.1936724165999885e-05,2,1.5968362082999942e-05,0.6823529500000001,0.4940617499999999,1.4151324680354744,h,0.6789916,0.6857143,0.49168646,0.49168646,allianz-1-to-94
228,228,10,25 ,0.0100839999999999,0.0047506,4.790505040000041e-05,3,1.596835013333347e-05,0.6806723,0.5273159000000001,2.1226792405169617,h,0.6756303,0.6857143,0.5249406,0.5249406,allianz-1-to-94
271,271,11, 11 ,0.0268907699999999,0.0095012399999999,0.0002554956595547,4,6.387391488869966e-05,0.890756315,0.94299288,2.830237947888912,h,0.87731093,0.9042017,0.93942994,0.93824226,allianz-1-to-94
303,303,12,12  ,0.02352941,0.0083135599999999,0.0001956131617995,4,4.890329044989966e-05,0.082352945,0.94358672,2.8302448048730224,h,0.07058824,0.09411765,0.93942994,0.93942994,allianz-1-to-94
410,410,13,2371 ,0.03025209,0.00712584,0.0002155715530056,5,4.311431060112039e-05,0.631932795,0.61520188,4.245406857296803,h,0.61680675,0.64705884,0.61163896,0.61163896,allianz-1-to-94
411,411,13,38 ,0.01512604,0.0071258699999999,0.0001077861946548,3,3.592873155160004e-05,0.63949582,0.630641335,2.1226937903722787,h,0.6319328,0.64705884,0.6270784,0.6270784,allianz-1-to-94
437,437,13,2474 ,0.03193276,0.0059382,0.000189623115432,5,3.792462308640003e-05,0.75714288,0.6157957000000001,5.377515071907308,h,0.7411765,0.77310926,0.6128266,0.6128266,allianz-1-to-94
438,438,13,31 ,0.01512606,0.0071258699999999,0.0001077863371722,3,3.592877905740002e-05,0.76554623,0.630641335,2.1226965970471112,h,0.7579832,0.77310926,0.6270784,0.6270784,allianz-1-to-94
466,466,13, 13 ,0.0268907699999999,0.0106888699999999,0.0002874319447298,4,7.185798618247462e-05,0.890756315,0.942399065,2.51577294887112,h,0.87731093,0.9042017,0.93942994,0.93705463,allianz-1-to-94
486,486,14,315 ,0.0252100999999999,0.0083135399999999,0.0002095851747539,4,5.239629368849967e-05,0.5588235500000001,0.24881235,3.032414591136864,h,0.5462185,0.5714286,0.24465558,0.24465558,allianz-1-to-94
490,490,14,14  ,0.02352941,0.0083135599999999,0.0001956131617995,4,4.890329044989966e-05,0.082352945,0.94358672,2.8302448048730224,h,0.07058824,0.09411765,0.93942994,0.93942994,allianz-1-to-94
505,505,14,520 ,0.02689076,0.0071258899999999,0.0001916205977763,4,4.79051494441e-05,0.72100842,0.249406175,3.7736703766126096,h,0.70756304,0.7344538,0.24584323,0.24584323,allianz-1-to-94
559,559,15,45 ,0.01344537,0.0059382399999999,7.984183394879985e-05,3,2.661394464959995e-05,0.413445385,0.62529692,2.2642011774532604,h,0.4067227,0.42016807,0.6223278,0.6223278,allianz-1-to-94
572,572,15,644 ,0.0201680499999999,0.0059382399999999,0.0001197627212319,4,2.9940680307999907e-05,0.5966386749999999,0.62529692,3.396300924179563,h,0.58655465,0.6067227,0.6223278,0.6223278,allianz-1-to-94
590,590,15,-598 ,0.0235294,0.0059382399999999,0.0001397232242559,5,2.794464485119996e-05,0.8,0.62529692,3.9623524815433697,h,0.7882353,0.8117647,0.6223278,0.6223278,allianz-1-to-94
613,613,15, 15 ,0.0268907699999999,0.0095012399999999,0.0002554956595547,4,6.387391488869966e-05,0.890756315,0.94299288,2.830237947888912,h,0.87731093,0.9042017,0.93942994,0.93824226,allianz-1-to-94
627,627,16,1916 ,0.0184873899999999,0.0035629499999999,6.586964620049963e-05,5,1.3173929240099927e-05,0.236134455,0.2131828949999999,5.188787381243096,h,0.22689076,0.24537815,0.21140142,0.21140142,allianz-1-to-94
634,634,16,1015 ,0.02016807,0.0023752999999999,4.7905216671000026e-05,5,9.581043334200003e-06,0.294117665,0.2137767199999999,8.490746432029665,h,0.28403363,0.3042017,0.21258907,0.21258907,allianz-1-to-94
638,638,16,16  ,0.02184874,0.0083135599999999,0.0001816408109143,4,4.5410202728599696e-05,0.08151261,0.94358672,2.628084719422264,h,0.07058824,0.09243698,0.93942994,0.93942994,allianz-1-to-94
639,639,16,901 ,0.01176471,0.0035629499999999,4.191707349449983e-05,4,1.0479268373624956e-05,0.355462195,0.2131828949999999,3.3019576474550787,h,0.34957984,0.36134455,0.21140142,0.21140142,allianz-1-to-94
667,667,16,707 ,0.0134453999999999,0.0035629499999999,4.790528792999954e-05,4,1.1976321982499884e-05,0.6504202,0.2131828949999999,3.773670694228101,h,0.6436975,0.6571429,0.21140142,0.21140142,allianz-1-to-94
